doc_id,split,f1_small,f1_large,gap,cost_small,cost_large,tier_label
receipt_00721,train,0.1538,0.4615,0.3077,0.002187,0.005919,large-required
receipt_00722,train,0.25,0.3333,0.0833,0.002108,0.008202,large-required
receipt_00723,train,0.2667,0.2667,0.0,0.002362,0.006249,small-sufficient
receipt_00724,train,0.4286,0.4,-0.0286,0.002375,0.006663,small-sufficient
receipt_00725,train,0.75,0.8,0.05,0.003704,0.00849,large-required
receipt_00726,train,0.8182,0.8571,0.039,0.003553,0.010077,large-required
receipt_00727,train,0.4444,0.8462,0.4017,0.005384,0.01206,large-required
receipt_00728,train,0.1176,0.25,0.1324,0.002595,0.006273,large-required
receipt_00729,train,0.3529,0.375,0.0221,0.002588,0.006402,large-required
receipt_00730,train,0.4211,0.4348,0.0137,0.002302,0.007989,small-sufficient
receipt_00731,train,0.5385,0.5385,0.0,0.002636,0.007911,small-sufficient
receipt_00732,train,0.2667,0.1176,-0.149,0.002455,0.007038,small-sufficient
receipt_00733,train,0.3077,0.4615,0.1538,0.00325,0.008118,large-required
receipt_00734,train,0.381,0.381,0.0,0.002932,0.007479,small-sufficient
receipt_00735,train,0.5,0.5455,0.0455,0.003511,0.010611,large-required
receipt_00736,train,0.375,0.3529,-0.0221,0.002191,0.006951,small-sufficient
receipt_00737,train,0.3333,0.3077,-0.0256,0.002163,0.006057,small-sufficient
receipt_00738,train,0.6,0.5714,-0.0286,0.002803,0.007572,small-sufficient
receipt_00739,train,0.4,0.48,0.08,0.003137,0.007884,large-required
receipt_00740,train,0.4,0.6207,0.2207,0.00297,0.008673,large-required
receipt_00741,train,0.3333,0.5143,0.181,0.003286,0.009576,large-required
receipt_00742,train,0.2222,0.2105,-0.0117,0.002651,0.007146,small-sufficient
receipt_00743,train,0.4444,0.4651,0.0207,0.003818,0.010947,large-required
receipt_00744,train,0.3448,0.4,0.0552,0.002729,0.010155,large-required
receipt_00745,train,0.1333,0.25,0.1167,0.002348,0.006492,large-required
receipt_00746,train,0.125,0.25,0.125,0.002443,0.006402,large-required
receipt_00747,train,0.4286,0.4286,0.0,0.002294,0.006045,small-sufficient
receipt_00748,train,0.5625,0.5934,0.0309,0.006804,0.01896,large-required
receipt_00749,train,0.4286,0.5714,0.1429,0.002328,0.006162,large-required
receipt_00750,train,0.8227,0.8194,-0.0033,0.008227,0.025794,small-sufficient
receipt_00751,train,0.7111,0.7727,0.0616,0.003672,0.010749,large-required
receipt_00752,train,0.6087,0.5714,-0.0373,0.002554,0.00708,small-sufficient
receipt_00753,train,0.4615,0.5,0.0385,0.00233,0.005808,large-required
receipt_00754,train,0.1613,0.2857,0.1244,0.006673,0.015807,large-required
receipt_00755,train,0.4545,0.4762,0.0216,0.002857,0.007044,large-required
receipt_00756,train,0.4444,0.4706,0.0261,0.003338,0.009432,large-required
receipt_00757,train,0.1111,0.3636,0.2525,0.002365,0.007353,large-required
receipt_00758,train,0.1,0.2,0.1,0.002818,0.007392,large-required
receipt_00759,train,0.5385,0.6786,0.1401,0.003665,0.012093,large-required
receipt_00760,train,0.5,0.5,0.0,0.002522,0.007569,small-sufficient
receipt_00761,train,0.5,0.5556,0.0556,0.002412,0.006654,large-required
receipt_00762,train,0.375,0.375,0.0,0.002165,0.006498,small-sufficient
receipt_00763,train,0.2857,0.4,0.1143,0.002396,0.006621,large-required
receipt_00764,train,0.2609,0.3774,0.1165,0.004658,0.013257,large-required
receipt_00765,train,0.25,0.2222,-0.0278,0.002467,0.006924,small-sufficient
receipt_00766,train,0.5,0.5,0.0,0.00253,0.007593,small-sufficient
receipt_00767,train,0.4783,0.4783,0.0,0.003736,0.011211,small-sufficient
receipt_00768,train,0.7333,0.7333,0.0,0.002811,0.008436,small-sufficient
receipt_00769,train,0.3333,0.375,0.0417,0.002817,0.006669,large-required
receipt_00770,train,0.2222,0.2353,0.0131,0.002712,0.006684,small-sufficient
receipt_00771,train,0.1429,0.1429,0.0,0.002479,0.0066,small-sufficient
receipt_00772,train,0.1667,0.5,0.3333,0.003091,0.007716,large-required
receipt_00773,train,0.4,0.4444,0.0444,0.002864,0.00669,large-required
receipt_00774,train,0.7442,0.7619,0.0177,0.003596,0.010506,small-sufficient
receipt_00775,train,0.4211,0.2222,-0.1988,0.002827,0.006954,small-sufficient
receipt_00776,train,0.6207,0.5714,-0.0493,0.002814,0.00816,small-sufficient
receipt_00777,train,0.3014,0.5833,0.282,0.004246,0.019971,large-required
receipt_00778,train,0.2667,0.25,-0.0167,0.003292,0.008979,small-sufficient
receipt_00779,train,0.3077,0.6429,0.3352,0.003037,0.008394,large-required
receipt_00780,train,0.3333,0.3333,0.0,0.002181,0.005826,small-sufficient
receipt_00781,train,0.2727,0.3636,0.0909,0.002513,0.007542,large-required
receipt_00782,train,0.6154,0.8,0.1846,0.003227,0.009999,large-required
receipt_00783,train,0.5,0.5,0.0,0.002145,0.005598,small-sufficient
receipt_00784,train,0.2222,0.2222,0.0,0.002283,0.006852,small-sufficient
receipt_00785,train,0.3158,0.3,-0.0158,0.002538,0.006987,small-sufficient
receipt_00786,train,0.4286,0.5,0.0714,0.002444,0.00579,large-required
receipt_00787,train,0.2979,0.6538,0.356,0.007488,0.020727,large-required
receipt_00788,train,0.2143,0.3704,0.1561,0.003498,0.008382,large-required
receipt_00789,train,0.2857,0.2667,-0.019,0.002375,0.006663,small-sufficient
receipt_00790,train,0.5,0.5,0.0,0.002139,0.00558,small-sufficient
receipt_00791,train,0.25,0.25,0.0,0.001894,0.00519,small-sufficient
receipt_00792,train,0.3333,0.4,0.0667,0.002285,0.005328,large-required
receipt_00793,train,0.125,0.375,0.25,0.002461,0.006396,large-required
receipt_00794,train,0.5769,0.76,0.1831,0.003983,0.011382,large-required
receipt_00795,train,0.2105,0.3333,0.1228,0.002782,0.006849,large-required
receipt_00796,train,0.3704,0.5385,0.1681,0.003385,0.008058,large-required
receipt_00797,train,0.5517,0.5714,0.0197,0.002858,0.008307,small-sufficient
receipt_00798,train,0.4211,0.4444,0.0234,0.002375,0.006783,large-required
receipt_00799,train,0.1818,0.3333,0.1515,0.002061,0.005796,large-required
